user_id,parent_asin,rating,timestamp
AHKEN2TXDAX7B4E5T43PAM5UV33A,B01L1CEZ6K,5,1532060000000.0
AEQJLZPGPJEI4LG654IOMEU6RODQ,735219095,4,1560680000000.0
AEPQSFDPLHZQ6Y5XB7IUBW4DY5YA,B07415PPP1,5,1548700000000.0
AFMUNFAUUTVGG4EIFXVKGYPC5EJA,735219095,5,1559670000000.0
AGQXWQL42ONKPE4ADQF565EJSV2Q,545392551,5,1542290000000.0
AEIVH65KEDKZYV3X7DYNMLV3JMWQ,735219095,5,1660150000000.0
AEBEJ6DXXVSLCXD6NJ4XPVWRYDNA,B00YTXTIDO,4,1575470000000.0
AENLRNTFD4RJR4WG6B5W6VVECBPQ,B00JO8PEN2,3,1430770000000.0
AENLRNTFD4RJR4WG6B5W6VVECBPQ,B00L9B7IKE,4,1444300000000.0
AGO3ASQ7A7MJOKSPQQ7NQOKZHNLA,B00CNQ7HAU,4,1403340000000.0
AHDVS7MFNPG3NSPHAMIWLD5TETUQ,B00L9B7IKE,4,1426200000000.0
AHJSGZG5LSL3AZXJR3OTZE7URPDA,B01B1OGQH4,5,1481310000000.0
AEKGDHCPTRBSZSQIGOSYTD2W7Y4Q,B01KXQ8SS6,5,1494800000000.0
AHY63CHYEBABKYSBIF4P3ERX5L5A,B06Y1264PX,5,1512340000000.0
AGF6GWDAWG7UW3R5O2G5O5JZC4BQ,1780671067,5,1441920000000.0
AGF6GWDAWG7UW3R5O2G5O5JZC4BQ,1780674880,5,1451080000000.0
AHSIE5SC5CMQ5TUCJGCJPVHEKPBQ,1780671067,5,1461720000000.0
AFHWDGNMBPRUWUXL7MFZXFVZJYOA,486789640,5,1456940000000.0
AFMHO73ZLBHUMB36EHB4GUFLM3SA,1780671067,5,1445750000000.0
AGCUONI7ZAZ4SCQWIUQCV7LRU7VQ,1607747308,4,1428200000000.0
AGCUONI7ZAZ4SCQWIUQCV7LRU7VQ,1524763136,5,1551380000000.0
AGZFRAVHZY6FKJ7JUMJ6Y5R7HMHA,1607747308,2,1491590000000.0
AFSAUIH54GUK3G7AC5Q36LJYSAWQ,B06Y1264PX,2,1551090000000.0
AGG2NB2RZZ42ZAKKZBEMTU35D53Q,486789640,5,1452130000000.0
AGUHG4H6UTLNKBQ6LYYWHSV6X7MA,B00JO8PEN2,5,1433010000000.0
AFSWWYWKSZBJVKWZNNWVAZOG7IJQ,399226907,5,1625070000000.0
AGGJ6SHNO3HLK5JODWEITQQJETKQ,920668372,5,1423600000000.0
AFVVAWYOXQK63S7ZDK5EZGNM4LSA,803736800,3,1434490000000.0
AEWNEE2VSBCUFECV7D6HXUYL2YSQ,B01KXQ8SS6,5,1547520000000.0
AFBRZXIX62T7VDNDPBDYV7FFV6IA,735219095,3,1598910000000.0
AGS47C3SO62X375JL7RWNBKCFXXA,735219095,5,1577400000000.0
AEN2NKUOAXGNLLT6DCQDQ2LK7M6Q,920668372,1,1469880000000.0
AFHAHQGRBROTRJZK5WXU7VITTPPA,735219095,4,1581660000000.0
AFPR6PF6737LYHRMIOOJALWTXDQA,1780671067,5,1443840000000.0
AGLPWOV5MWBVQQKPIJAND2X66SUQ,B00CNQ7HAU,5,1441990000000.0
AGOWXAJABEX525W3YADR4DTIUO7A,B06Y1264PX,5,1541840000000.0
AFHMGLTJWWAYSNAJYVX3U3XMLKKQ,B00L9B7IKE,4,1429110000000.0
AHRGTIMQO47C2VLJILIDU53BQKSA,1780671067,5,1384280000000.0
AHRGTIMQO47C2VLJILIDU53BQKSA,1780674880,5,1426730000000.0
AH5N3DZ2SJRF2G4H4KLLGGUCTQRQ,B016ZNRC0Q,3,1465320000000.0
AFFCQNWCHXTY7BANIWXLP5C2BKPA,1524763136,1,1554460000000.0
AGCDJBHBDMLYP4NQWNZ2QLN624XA,B00L9B7IKE,5,1474160000000.0
AEXWBZQEGOE7KIDZD6BKIGZOE5JQ,399255370,5,1527680000000.0
AGTV3IO25IJNDMEPGK2IBM6WZ7MQ,486789640,5,1443570000000.0
AGTV3IO25IJNDMEPGK2IBM6WZ7MQ,1780674880,5,1443570000000.0
AHUV6QJJIJPSYDUGY3RFYZOHPIFA,545261244,5,1562450000000.0
AFK5XTHV2ULQWS7P6OKQO6WESLSA,1442450703,5,1578020000000.0
AE4RHEIVRSRRA7BUF7WP3CTKSJSQ,545261244,5,1555000000000.0
AFOFNRJHTODWJA5G3NROOLXSM7ZA,312510780,5,1483210000000.0
AFDNLNTANUGENK62RSTAQALJOWPQ,B016ZNRC0Q,5,1465590000000.0
AFDNLNTANUGENK62RSTAQALJOWPQ,B06Y1264PX,3,1508860000000.0
AE4RGRZ5J6EJSBU35GHRGZM4ZBUA,B00L9B7IKE,1,1430330000000.0
AEGX5S2NAIXHZ7KVAIGZMM2YVBYA,735219095,5,1540150000000.0
AFDUF7EIAN4M3BKLFQOZMWE2FH3Q,735219095,5,1595960000000.0
AG3HCHPHBOB4UWLVUGNEV7XQXHHA,312510780,5,1456450000000.0
AG3HCHPHBOB4UWLVUGNEV7XQXHHA,1607747308,3,1456450000000.0
AH3VPUGPMXNJPIQRFZHFGDG4ZC2A,B00L9B7IKE,5,1426610000000.0
AH3VPUGPMXNJPIQRFZHFGDG4ZC2A,B00JO8PEN2,5,1463060000000.0
AGCV7WWNIP74O4AWRCXPP53T6SXQ,B00CNQ7HAU,5,1428110000000.0
AEQPIW2SOOSKXXMIFBLWZTH37YZA,545261244,5,1551220000000.0
AEBBRERU7KIN2BV6SCG3BGBP7L4A,B00DPM7TIG,5,1444850000000.0
AEBBRERU7KIN2BV6SCG3BGBP7L4A,B00JO8PEN2,5,1468680000000.0
AEBBRERU7KIN2BV6SCG3BGBP7L4A,B07415PPP1,5,1547490000000.0
AEBBRERU7KIN2BV6SCG3BGBP7L4A,735219095,4,1552790000000.0
AEGOJBWTTZDGSOZJRO6HBILBYBJA,545392551,5,1498350000000.0
AG7RRXAYBVAVILQPFTPU3CRXFDXA,B00L9B7IKE,4,1427060000000.0
AEBXNWPPGBKP6I4KXZLLFKPGNA7Q,B016ZNRC0Q,5,1525160000000.0
AHCJOPMSGXCRLN7ZWOGMKLDZJHTQ,B00CNQ7HAU,4,1384060000000.0
AGSNL6M22PL447L2Z5S4WMNBFBKQ,B01L1CEZ6K,5,1494110000000.0
AG5FGCIM6PBJX3JNDRKQMITZTIMA,735219095,5,1531500000000.0
AFJTIKESUVOKEOIPEIMEX73KNOOA,B00DPM7TIG,5,1483080000000.0
AFRBQMCEFFVW2Q7KHDNDY2ZWWBGQ,B01KXQ8SS6,4,1491160000000.0
AGBK5OLCYDWUGR5VJYY2BM35UYIQ,399226907,5,1620240000000.0
AHB7JRJX7ZGSSLIEUWWIVNL23PGA,B01KXQ8SS6,5,1491490000000.0
AHPJT2IJ4WCBXAXV3D6GE6GM4ZLQ,B00JO8PEN2,5,1467130000000.0
AENMD5ZLQXKP27DKODY2ALPNQ6GA,545261244,5,1566280000000.0
AHIMT2QADVX7S2WY2MOEPLV7VM6Q,B00L9B7IKE,5,1440270000000.0
AEGYU6OM2X66SMZN6AF3TSQ3N5PQ,B00CNQ7HAU,5,1396460000000.0
AG22UGPJEBHNN3I74L3747XNN6UA,1780671067,5,1460150000000.0
AHPD5SDKKT6VBTCOPB3J6MAOZV7A,B00YTXTIDO,5,1476320000000.0
AHZRD3IG3ADK7D3L5YSTUFID4NTQ,B06Y1264PX,4,1505670000000.0
AHZRD3IG3ADK7D3L5YSTUFID4NTQ,B01L1CEZ6K,5,1516740000000.0
AE4ZYPZMKVBHBVXNRCD7R5JNIKCQ,1607747308,5,1436670000000.0
AHRS6GGIFGX5XD5ECQIAZYQRFOTA,735219095,5,1572780000000.0
AFWWXO6YTHCNWT4VMCAFVPFJ63RQ,B07415PPP1,5,1549100000000.0
AFFBPBISDGDC2XBWFCTMLR7KU3OA,B00JO8PEN2,4,1453660000000.0
AH4XGFK6NPNPSW3JCGT3LQLR4VHA,545392551,5,1482470000000.0
AGUTTXRJ3DO6WERU54Z2B4QBADKA,486789640,5,1442890000000.0
AHHXS2WOM4LZ5TYTWGBU4BAWTRSA,312510780,3,1458780000000.0
AGNQB4UKKQTCU33EVNEFAHLSCDXA,B06Y1264PX,2,1514510000000.0
AGNQB4UKKQTCU33EVNEFAHLSCDXA,B07415PPP1,1,1534610000000.0
AGGZVZETX3E2KV5TZ2YT6B6HK5CQ,B00JO8PEN2,5,1514590000000.0
AEK37VXKANOCYEJ6WR6EF4C56FGA,1780671067,4,1424880000000.0
AHSHLB5QIWGSIFWXN57F2NBN4JDA,B016ZNRC0Q,5,1464020000000.0
AGNCDIQEN6QZ4H6KRJNYIAKZJCMA,486789640,5,1439300000000.0
AG5MUOML6KO6OS4RBHHON277DAPQ,1780671067,4,1453170000000.0
AHJSMW5GJB6LDLVVAQGNERW6KHYQ,B01M7XPGYE,5,1542300000000.0
AGWDYYVVWM3DC3CASUZKXK67G6IA,1607747308,4,1439080000000.0
AGWDYYVVWM3DC3CASUZKXK67G6IA,399226907,5,1576640000000.0
AEVGNJTHUV343TZETPEDURKIZWAA,B01B1OGQH4,5,1534450000000.0
AEVGNJTHUV343TZETPEDURKIZWAA,B01KXQ8SS6,5,1595890000000.0
AH7K6KQNUVTEZYGGYXOAYEI2ETXA,486789640,5,1449440000000.0
AEBXJRP4COCKP22LPKUDVCQ7JKVQ,545261244,5,1545160000000.0
AGEPRCGMMGPV6Q3RDW7YTO345RZQ,B00C2WDD5I,4,1391460000000.0
AF4WOIEPGR2SZZCAORDHJBK7KNXA,B00CNQ7HAU,5,1386870000000.0
AELWDSZNKN7GWKJ64F566XSXQAEQ,1607747308,5,1596230000000.0
AGIT3MXIPEFFO7SLHE67TVT3PJWA,B00L9B7IKE,5,1476190000000.0
AGIT3MXIPEFFO7SLHE67TVT3PJWA,399226907,5,1519240000000.0
AGSGLHB6G6QSTSIXWRD6ZZ7V5VZA,B01M7XPGYE,5,1562710000000.0
AHK6VYQV2NQSHULCYOWHXDKSAS6A,B01M7XPGYE,4,1546240000000.0
AGAT223JYYC4N44BDQOUUSY67Z5A,1780674880,5,1429710000000.0
AGAT223JYYC4N44BDQOUUSY67Z5A,1780671067,5,1449280000000.0
AHXWW3XZCT6RVBFQBLADSY33ZS7Q,545392551,5,1417350000000.0
AHXWW3XZCT6RVBFQBLADSY33ZS7Q,399255370,5,1430050000000.0
AHAXABQR2FP4WK3GPRBDZHHZBPIQ,1442450703,5,1578340000000.0
AEISWQNDSDFMWJSY33TWTMFIWMIQ,B00L9B7IKE,4,1434420000000.0
AEA45B3KT25O2RMY76VRW2D67AXA,1524763136,5,1544900000000.0
AH4TGEKEIXZ3AAS5CVBKK3Y4R33Q,679805273,5,1408500000000.0
AEZIW242EBVLBV24LA7FKYVN7YUQ,545392551,5,1494020000000.0
AEZIW242EBVLBV24LA7FKYVN7YUQ,735219095,5,1585410000000.0
AEZIW242EBVLBV24LA7FKYVN7YUQ,1607747308,5,1592690000000.0
AEZIW242EBVLBV24LA7FKYVN7YUQ,312510780,5,1595000000000.0
AERVNNAWV255K4IWPFBGZKFNCHAQ,312510780,5,1578750000000.0
AFVIVWEOIFJCKO7EVKM5JVLZQ5OQ,1607747308,3,1451070000000.0
AFIDFL36KENU6M3R7PSR67XZNFWQ,312510780,5,1546640000000.0
AH36E36623RTQH4AYL5JEKYAY3IA,735219095,5,1576200000000.0
AFPCJ4W25PKMICARPHVEEQDBLH2A,B06Y1264PX,5,1546530000000.0
AHQT3NDKZRAPY4M5E75VPDQ7PLIQ,B016ZNRC0Q,5,1618970000000.0
AHWQI5RDKU3AHHGKAKNLB6BMQSFQ,1780671067,5,1428510000000.0
AHDZ2HWIO4U6XMDHUCC64NN663IA,679805273,5,1564250000000.0
AHKX6X2Z64U6F6G2NPK3VSGAS5VA,B06Y1264PX,5,1505600000000.0
AHKX6X2Z64U6F6G2NPK3VSGAS5VA,B01KXQ8SS6,4,1514220000000.0
AF4KRDA6XVQE357OWPILTPXV7TSA,679805273,5,1561430000000.0
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,312510780,5,1455040000000.0
AEVUPX6BPRXSN5K7K5G72PH3LL3A,B01M7XPGYE,5,1579010000000.0
AFN5R3XJS5SX4EMYTLECWNPO4PFQ,B00JO8PEN2,5,1535020000000.0
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B01KXQ8SS6,4,1507570000000.0
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,735219095,2,1613590000000.0
AGPLAGOKDSBSGPOPRLCWIKGBPR5A,800788036,5,1409860000000.0
AGPLAGOKDSBSGPOPRLCWIKGBPR5A,B00L9B7IKE,5,1440270000000.0
AFPU5J6FQT5RTDKQUI6EQC54DDOQ,679805273,5,1448240000000.0
AHM67E6JFXDCECPLJ22PLUNTKXEA,1607747308,5,1556750000000.0
AHKZ6FLSDFO7YUXHTRHM5BYTKJOA,B00C2WDD5I,5,1515710000000.0
AHXH4CXJU6CIJWS7HZYSK3GB23DQ,312510780,5,1458400000000.0
AGVJUUCFMBP6SABPIAXREELESFIA,399226907,5,1422540000000.0
AGVJUUCFMBP6SABPIAXREELESFIA,312510780,3,1430940000000.0
AGVJUUCFMBP6SABPIAXREELESFIA,1524763136,4,1613500000000.0
AHTOOTWRE6X3HN6N7ZMIT32KIKUA,545261244,2,1543010000000.0
AEIDUWXVBIXWZYW56SHBS5LZEDXA,1780671067,4,1447280000000.0
AEIDUWXVBIXWZYW56SHBS5LZEDXA,1780674880,4,1467860000000.0
AEIDUWXVBIXWZYW56SHBS5LZEDXA,B01B1OGQH4,4,1476740000000.0
AEXTW2EW77XS4ULLBZULLYRBMD7A,1607747308,5,1457120000000.0
AGMWZQ7VQKCLQYJOPIX3IDF3ZKEA,B00DPM7TIG,4,1438630000000.0
AGMWZQ7VQKCLQYJOPIX3IDF3ZKEA,B06Y1264PX,4,1548820000000.0
AEOXLSJJBBMO5HLIRPLO35VMNXXA,800788036,5,1449760000000.0
AEOXLSJJBBMO5HLIRPLO35VMNXXA,1442450703,5,1453230000000.0
AFPV65K75CCMGJCEVN5YH4NKYOSQ,800788036,5,1416520000000.0
AGIK5W45UYI3CJRVZODRGSEPJG7A,920668372,5,1437310000000.0
AGTTUS62YMYTESMPNCKRHECA6TPQ,B016ZNRC0Q,5,1529350000000.0
AH6KLKXP5SO3PKYC6XNZQMCJLJTQ,486789640,5,1428080000000.0
AHGJX7LN76FZXVSF3UQQSLAMMZ7Q,B06Y1264PX,5,1521480000000.0
AEU37OMT3MDKCESGCHD4G2H2H2VA,679805273,5,1522530000000.0
AFQMGSI6HRPWKPPRCBGR33L5HN2A,803736800,5,1565740000000.0
AFQMGSI6HRPWKPPRCBGR33L5HN2A,399255370,5,1565740000000.0
AFQVP5EZPJX2XQSEASVPTIHSUH5A,735219095,5,1554990000000.0
AGPKO37365YUZBRWFEORIUFMOFCQ,545261244,5,1552570000000.0
AFXYH5F7SOPXKNSHJ4EINJXY4HRA,B00DPM7TIG,3,1425860000000.0
AH4VXQMOJTPVFF2IKJJBRCQJGJ6Q,1607747308,4,1472560000000.0
AF7EY7M7BAOTHXN3K7K6R5WSVTVQ,1607747308,5,1458610000000.0
AEL372W7LXNKUVQLOGE4QTKONNGA,B00L9B7IKE,4,1482870000000.0
AFTOQEL223UUVVLEQZ3O4PTCXIHQ,800788036,4,1452690000000.0
AEMSBRGQAMYQPDUSQ5COFVEEA5MA,800788036,5,1466890000000.0
AFHZ4J6WU2SSZGCGKNU5L7CZFWSQ,B00YTXTIDO,4,1452990000000.0
AFHZ4J6WU2SSZGCGKNU5L7CZFWSQ,B016ZNRC0Q,4,1470010000000.0
AFAY64Q346D6WWR2BU43L6QRR74Q,803736800,5,1433150000000.0
AHJSJKH2KXYKNIHT4U2LOWPQUIUA,B01M7XPGYE,5,1530830000000.0
AGM6TJRMXSMKYWOMAYPJH2LV6GVQ,B00C2WDD5I,3,1499840000000.0
AGMCF57E6Z75G5B5BLU4QZCCATAA,312510780,5,1464720000000.0
AEWVHEL26TZP2OBXZALFBEZCPN2Q,B00L9B7IKE,4,1462710000000.0
AHIZYU5IBDWRHJZEHZHGCCMEU6HA,1780674880,5,1442410000000.0
AGTAQ6M7BUBULYKWOEQLAFDLPDOQ,1607747308,5,1459450000000.0
AHJQB3B5IZQC3X4USO6JO4MYRCAQ,800788036,5,1446510000000.0
AGM6AOTJ3VUFI4YQOUT6DL474CUA,1442450703,5,1590680000000.0
AFXSPKOOTZMJ3Q7BMTFWEQW65KYQ,B00DPM7TIG,2,1413210000000.0
AFXSPKOOTZMJ3Q7BMTFWEQW65KYQ,B00L9B7IKE,4,1430920000000.0
AHJXPWDQKRBLWIG4QORFI5ZMXKTQ,312510780,5,1494650000000.0
AF6OGN472RIELOJYEW4ZWCK5WP2A,1780674880,5,1452210000000.0
AF6OGN472RIELOJYEW4ZWCK5WP2A,1780671067,5,1452210000000.0
AG3AVVQWEAP4AXNUT3EZ6QK4FOBA,1780674880,4,1466180000000.0
AH6536T72LOMLWOJFFZCMFHYLHCQ,B00C2WDD5I,3,1395900000000.0
AGWT3HR2Q7UPSGTLHPN55ZDWZ5OA,1524763136,5,1543490000000.0
AFMYK5WYFK6FGFLFG3RA5NC3DB2Q,B00JO8PEN2,5,1494120000000.0
AGSP6LSQK32SQEJO3YVVNACPWMSQ,735219095,4,1539490000000.0
AE5Z66K3J6OXY67FXFAGF56CBY5Q,B016ZNRC0Q,2,1509840000000.0
AGUGXIJLHKXL2JQWVQ32CCXDBYFA,B00DPM7TIG,5,1518550000000.0
AFH3WDO2RYPXUXB64GJRTXWH7KOA,679805273,5,1403480000000.0
AFH3WDO2RYPXUXB64GJRTXWH7KOA,545261244,5,1539580000000.0
AEOKNW7WSOGPMNDEIJUDKURR2X2Q,486789640,5,1459650000000.0
AE2PK7GV37MPFCSFWRSLY6UCT2TA,B00DPM7TIG,5,1403340000000.0
AHKN2EGJTZOB4BUL5ICE6GIY4TJA,B00L9B7IKE,4,1476370000000.0
AGTPICNE4NC3SS4SN57QMI5QPU4A,735219095,3,1580080000000.0
AFWF45RVQMTBSYA3MKA3R7K365FQ,1607747308,1,1441070000000.0
AFWF45RVQMTBSYA3MKA3R7K365FQ,735219095,5,1595430000000.0
AFZJK6GDVOVXSUYEWWBU4JTKFY5A,B01L1CEZ6K,5,1640980000000.0
AFMW4KL65MSEPHMNEYZC4KZJHFKQ,B00JO8PEN2,5,1440170000000.0
AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,399255370,5,1420380000000.0
AFML2HBQNS73BK3APKKAXUOADROQ,679805273,5,1494220000000.0
AFEMZUTXJWTDVKGDG2MXYP7MIIDA,B00JO8PEN2,3,1466250000000.0
AHMWFC6ZWFFJKSIPMCAOTOWGE7HA,920668372,5,1458500000000.0
AFVWIYJTNBHM7VTTE3XRWDTGW7BA,B00L9B7IKE,3,1425500000000.0
AFVWIYJTNBHM7VTTE3XRWDTGW7BA,1780671067,5,1450450000000.0
AFVWIYJTNBHM7VTTE3XRWDTGW7BA,1780674880,5,1491820000000.0
AFWZQUDUSQVOTJYV4Q5JAQMC32RQ,1780674880,5,1447090000000.0
AF6VC7XPENW2WN7VL6OFLDCHPWKQ,B07415PPP1,5,1539410000000.0
AHWCZ47A7FIYEJ7KEJG3BO3F5YXQ,735219095,4,1593190000000.0
AHWCZ47A7FIYEJ7KEJG3BO3F5YXQ,1524763136,4,1617210000000.0
AECQQBG6YRYCOJL2NCB2H3V6LD6Q,B00L9B7IKE,4,1425010000000.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,1524763136,5,1547220000000.0
AHBSAEV65SZJFHDTPWDS47KKC2YA,B00CNQ7HAU,4,1395850000000.0
AHBSAEV65SZJFHDTPWDS47KKC2YA,B00L9B7IKE,2,1440820000000.0
AGDJ4U4GGIQ6AJLIBE6RSDPL2VYA,B016ZNRC0Q,5,1530470000000.0
AFJC6MIFQ46G56FEJG4464MXCXEA,B00DPM7TIG,4,1416870000000.0
AGLGBY7T3NFWEZFQIFSL6WPNKEKA,B01KXQ8SS6,5,1501880000000.0
AE2S63EYQPP3KKMYX6PN7DPCI45Q,399255370,5,1434830000000.0
AH665SQ6SQF6DXAGYIQFCX76LALA,B016ZNRC0Q,3,1464660000000.0
AFY567WBJYAYGLWP6CKH6YKMQJDQ,B00DPM7TIG,5,1455710000000.0
AFY567WBJYAYGLWP6CKH6YKMQJDQ,B016ZNRC0Q,1,1485000000000.0
AFY567WBJYAYGLWP6CKH6YKMQJDQ,B01L1CEZ6K,5,1509440000000.0
AFY567WBJYAYGLWP6CKH6YKMQJDQ,B06Y1264PX,5,1512330000000.0
AFY567WBJYAYGLWP6CKH6YKMQJDQ,B07415PPP1,5,1551580000000.0
AGGY7KHSSBGHXB7A6HKPYSVECOYA,312510780,5,1477190000000.0
AHYJH6YE5PG64GHMJ4MTZHQA5KZQ,1780674880,4,1444450000000.0
AFW6MCUBJA2POMYAHXN5YPVSLRXA,B016ZNRC0Q,3,1474290000000.0
AHIRBY2VVY73KMLJBR6HHZO7YQYQ,B01KXQ8SS6,4,1494110000000.0
AFTJZAYEVN6HCWC57KQ5Z7WN64NQ,B016ZNRC0Q,1,1467380000000.0
AEK7AM4X6WIRZBSAASK4IPNDCTNA,545392551,5,1433360000000.0
AEK7AM4X6WIRZBSAASK4IPNDCTNA,B00DPM7TIG,5,1445460000000.0
AFVMVZ3YWCPFJWF7FASD2M5VOP5A,1607747308,3,1433320000000.0
AHSPGQCWONAZOCPOOTX3DJV2PD4Q,B00DPM7TIG,5,1425180000000.0
AHSPGQCWONAZOCPOOTX3DJV2PD4Q,B00L9B7IKE,3,1426800000000.0
AHSPGQCWONAZOCPOOTX3DJV2PD4Q,B00CNQ7HAU,3,1439160000000.0
AFTNGDCGGYHSFCIPLV3IA333LISQ,B00DPM7TIG,5,1428690000000.0
AFTNGDCGGYHSFCIPLV3IA333LISQ,B00L9B7IKE,4,1431710000000.0
AFTNGDCGGYHSFCIPLV3IA333LISQ,B00JO8PEN2,5,1462060000000.0
AFBVYAU42MVU444A2K2F2UE4FVAA,545261244,5,1641650000000.0
AHQVQAICT4YRAVLU27SCXNUV2QHA,1780674880,5,1492540000000.0
AHQVQAICT4YRAVLU27SCXNUV2QHA,B01L1CEZ6K,5,1517960000000.0
AHQVQAICT4YRAVLU27SCXNUV2QHA,B06Y1264PX,5,1518570000000.0
AG55H4ZA6U266PACUPGKEY2EDV6Q,B016ZNRC0Q,4,1482880000000.0
AG55H4ZA6U266PACUPGKEY2EDV6Q,B00C2WDD5I,4,1483990000000.0
AHLMX6J34TFYFGND4IP3P4WWU3TA,800788036,5,1454340000000.0
AHLMX6J34TFYFGND4IP3P4WWU3TA,B00JO8PEN2,5,1634630000000.0
AEBZADGC5DSFGBAR5KYKKTWWCQTQ,545261244,5,1537930000000.0
AEBZADGC5DSFGBAR5KYKKTWWCQTQ,1607747308,5,1541350000000.0
AEBZADGC5DSFGBAR5KYKKTWWCQTQ,1524763136,4,1555210000000.0
AGSQWOSCFON26JOMN5BRIUDUJQZA,312510780,5,1447930000000.0
AHBUCWHGIOPBPPLKVCYJVT2MPJ6Q,B00JO8PEN2,3,1464040000000.0
AFB43SVUXPKYVGBXIRO4LQTTMTVA,B016ZNRC0Q,5,1469580000000.0
AGE2Z2S5IIPXHMP4AV6U6FIIFKSA,B00C2WDD5I,4,1552930000000.0
AEELTFR7EFE5YGNLHG56OLLBYD5Q,B00CNQ7HAU,5,1389410000000.0
AEZ54QOL6MSOQUM6JL7VC73KRFGQ,735219095,4,1592010000000.0
AEZ54QOL6MSOQUM6JL7VC73KRFGQ,B00JO8PEN2,4,1592500000000.0
AGRHA2MNXQV5QSFHPWKRQQEAAJIQ,1524763136,5,1550090000000.0
AHEX6VQEUGRZVERRCGH3JDJ4O3XA,B00C2WDD5I,2,1429980000000.0
AE4QAS53TMP5QK6SZANWXFVW5F6Q,800788036,5,1452700000000.0
AHWB7IOCH4ENT3B5XMPJIGLE3X5Q,B01L1CEZ6K,5,1521490000000.0
AHJEPNQE35CSSKL6U43ANE5ZC5HQ,B00C2WDD5I,4,1626990000000.0
AFA7YZ7K7H546LVBPGZOGPY6XMEQ,B06Y1264PX,5,1521490000000.0
AHJEF5IKAYNNM2NCWXBZMHA6PPAA,399226907,5,1658940000000.0
AGHPNHF42BWAJSXENHLOL7AYPXMA,679805273,5,1626380000000.0
AHXWGTBFOA7AEQULARKGG6RKRBRA,B00CNQ7HAU,5,1391930000000.0
AHXWGTBFOA7AEQULARKGG6RKRBRA,B07415PPP1,5,1536950000000.0
AGGL6LRMND6446QACRPZNKID5UJQ,B00L9B7IKE,3,1430360000000.0
AEL4TED2UMXO6TLHOTOCMCD6WRVQ,B00L9B7IKE,4,1455060000000.0
AEL4TED2UMXO6TLHOTOCMCD6WRVQ,B00DPM7TIG,5,1461170000000.0
AEL4TED2UMXO6TLHOTOCMCD6WRVQ,B00JO8PEN2,5,1480660000000.0
AEL4TED2UMXO6TLHOTOCMCD6WRVQ,B07415PPP1,5,1608230000000.0
AG6KHFG7KYJIFKLULQ4EB6VR5QAQ,B00YTXTIDO,4,1544720000000.0
AHXOFLMLDX7UIVMJDOOODVE4CJBQ,B01M7XPGYE,5,1519190000000.0
